name,release_date,manufacturer,code_name,model_range,frequency,tdp,cores,total_die_size,total_die_size_source,source,process_size,die_size,io_die_size,io_process_size,transistors,foundry
Intel Xeon Gold 6132,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6134,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6136,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6138,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6138F,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6138P,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6138T,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6140,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6142,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6142F,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6144,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6146,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6148,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6148F,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6150,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6152,,Intel,Skylake,Xeon Gold,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6154,"Jul 11th, 2017",Intel,Skylake-SP,Xeon Gold,3 GHz,200.0,18.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6154.c2056,14.0,,,,"8,000 million",Intel
Intel Xeon Gold 6208U,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6209U,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6212U,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6222V,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6226,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6226R,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6230,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6230N,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6230R,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6230T,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6234,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6238,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6238L,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6238R,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6238T,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6240,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6240L,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6240R,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6240Y,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6242,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6242R,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6244,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6246,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6246R,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6248,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6248R,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6250,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6250L,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6252,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6252N,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6254,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6256,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6258R,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6262V,,Intel,Cascade Lake,Xeon Gold,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Gold 6312U,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,2.4 GHz,185.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6312u.c2443,10.0,,,,,Intel
Intel Xeon Gold 6314U,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,2.3 GHz,205.0,32.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6314u.c2436,10.0,,,,,Intel
Intel Xeon Gold 6326,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,2.9 GHz,185.0,16.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6326.c2439,10.0,,,,,Intel
Intel Xeon Gold 6328H,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Gold,2.8 GHz,165.0,16.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6328h.c2457,14.0,,,,,Intel
Intel Xeon Gold 6328HL,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Gold,2.8 GHz,165.0,16.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6328hl.c2458,14.0,,,,,Intel
Intel Xeon Gold 6330,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,2000 MHz,205.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6330.c2434,10.0,,,,,Intel
Intel Xeon Gold 6330H,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Gold,2000 MHz,150.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6330h.c2469,14.0,,,,,Intel
Intel Xeon Gold 6334,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,3.6 GHz,165.0,8.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6334.c2438,10.0,,,,,Intel
Intel Xeon Gold 6336Y,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,2.4 GHz,185.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6336y.c2442,10.0,,,,,Intel
Intel Xeon Gold 6338N,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,2.2 GHz,185.0,32.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6338n.c2437,10.0,,,,,Intel
Intel Xeon Gold 6338T,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,2.1 GHz,165.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6338t.c2441,10.0,,,,,Intel
Intel Xeon Gold 6342,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,2.8 GHz,230.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6342.c2440,10.0,,,,,Intel
Intel Xeon Gold 6346,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,3.1 GHz,205.0,16.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6346.c2433,10.0,,,,,Intel
Intel Xeon Gold 6348,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,2.6 GHz,235.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6348.c2432,10.0,,,,,Intel
Intel Xeon Gold 6348H,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Gold,2.3 GHz,165.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6348h.c2468,14.0,,,,,Intel
Intel Xeon Gold 6354,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Gold,3 GHz,205.0,18.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-gold-6354.c2435,10.0,,,,,Intel
Intel Xeon Gold 6414U,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2000 MHz,250.0,32.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-gold-6414u.c3140,10.0,4x 477 mm²,,,,Intel
Intel Xeon Gold 6416H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2.2 GHz,165.0,18.0,1908.0,Linear regression of cpu_specs,https://www.techpowerup.com/cpu-specs/xeon-gold-6416h.c3160,10.0,,,,,Intel
Intel Xeon Gold 6418H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2.1 GHz,185.0,24.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-w7-3455.c3109,https://www.techpowerup.com/cpu-specs/xeon-gold-6418h.c3156,10.0,,,,,Intel
Intel Xeon Gold 6421N,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,1800 MHz,185.0,32.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-gold-6414u.c3140,https://www.techpowerup.com/cpu-specs/xeon-gold-6421n.c3141,10.0,,,,,Intel
Intel Xeon Gold 6426Y,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2.5 GHz,185.0,16.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-platinum-8444h.c3139,https://www.techpowerup.com/cpu-specs/xeon-gold-6426y.c3162,10.0,,,,,Intel
Intel Xeon Gold 6428N,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,1800 MHz,185.0,32.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-gold-6414u.c3140,https://www.techpowerup.com/cpu-specs/xeon-gold-6428n.c3142,10.0,,,,,Intel
Intel Xeon Gold 6430,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2.1 GHz,270.0,32.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-gold-6430.c3143,10.0,4x 477 mm²,,,,Intel
Intel Xeon Gold 6434,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,3.7 GHz,195.0,8.0,1908.0,Linear regression of cpu_specs,https://www.techpowerup.com/cpu-specs/xeon-gold-6434.c3165,10.0,,,,,Intel
Intel Xeon Gold 6434H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,3.7 GHz,195.0,8.0,1908.0,Linear regression of cpu_specs,https://www.techpowerup.com/cpu-specs/xeon-gold-6434h.c3166,10.0,,,,,Intel
Intel Xeon Gold 6438M,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2.2 GHz,205.0,32.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-gold-6414u.c3140,https://www.techpowerup.com/cpu-specs/xeon-gold-6438m.c3144,10.0,,,,,Intel
Intel Xeon Gold 6438N,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2000 MHz,205.0,32.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-gold-6414u.c3140,https://www.techpowerup.com/cpu-specs/xeon-gold-6438n.c3145,10.0,,,,,Intel
Intel Xeon Gold 6438Y+,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2000 MHz,205.0,32.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-gold-6414u.c3140,https://www.techpowerup.com/cpu-specs/xeon-gold-6438y.c3146,10.0,,,,,Intel
Intel Xeon Gold 6442Y,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2.6 GHz,225.0,24.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-w7-3455.c3109,https://www.techpowerup.com/cpu-specs/xeon-gold-6442y.c3157,10.0,,,,,Intel
Intel Xeon Gold 6444Y,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,3.6 GHz,270.0,16.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-platinum-8444h.c3139,https://www.techpowerup.com/cpu-specs/xeon-gold-6444y.c3163,10.0,,,,,Intel
Intel Xeon Gold 6448H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2.4 GHz,250.0,32.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-gold-6414u.c3140,https://www.techpowerup.com/cpu-specs/xeon-gold-6448h.c3147,10.0,,,,,Intel
Intel Xeon Gold 6448Y,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2.1 GHz,225.0,32.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-gold-6414u.c3140,https://www.techpowerup.com/cpu-specs/xeon-gold-6448y.c3148,10.0,,,,,Intel
Intel Xeon Gold 6454S,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,2.2 GHz,270.0,32.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-gold-6454s.c3149,10.0,4x 477 mm²,,,,Intel
Intel Xeon Gold 6458Q,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Gold,3.1 GHz,350.0,32.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-gold-6414u.c3140,https://www.techpowerup.com/cpu-specs/xeon-gold-6458q.c3150,10.0,,,,,Intel
Intel Xeon Max 9460,"Jan 10th, 2023",Intel,Sapphire Rapids HBM,Xeon Max,2.2 GHz,350.0,40.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-max-9460.c3087,10.0,4x 477 mm²,,,,Intel
Intel Xeon Max 9462,"Jan 10th, 2023",Intel,Sapphire Rapids HBM,Xeon Max,2.7 GHz,350.0,32.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-max-9462.c3088,10.0,4x 477 mm²,,,,Intel
Intel Xeon Max 9468,"Jan 10th, 2023",Intel,Sapphire Rapids HBM,Xeon Max,2.1 GHz,350.0,48.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-max-9468.c3086,10.0,4x 477 mm²,,,,Intel
Intel Xeon Max 9470,"Jan 10th, 2023",Intel,Sapphire Rapids HBM,Xeon Max,2000 MHz,350.0,52.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-max-9470.c3085,10.0,4x 477 mm²,,,,Intel
Intel Xeon Max 9480,"Jan 10th, 2023",Intel,Sapphire Rapids HBM,Xeon Max,1900 MHz,350.0,56.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-max-9480.c3084,10.0,4x 477 mm²,,,,Intel
Intel Xeon Phi 7235,"Dec 1st, 2017",Intel,Knights Mill,Xeon Phi,1300 MHz,250.0,64.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-phi-7235.c2049,14.0,,,,"8,000 million",Intel
Intel Xeon Phi 7285,"Dec 1st, 2017",Intel,Knights Mill,Xeon Phi,1300 MHz,250.0,68.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-phi-7285.c2050,14.0,,,,"8,000 million",Intel
Intel Xeon Phi 7295,"Dec 1st, 2017",Intel,Knights Mill,Xeon Phi,1500 MHz,320.0,72.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-phi-7295.c2051,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8124M,,Intel,Skylake,Xeon Platinum,,240.0,18.0,485.0,Value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#High_Core_Count_.28HCC.29,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Intel Xeon Platinum 8151,,Intel,Skylake,Xeon Platinum,,240.0,12.0,336.4,Linear regression of cpu_manufacture,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Intel Xeon Platinum 8153,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8156,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8158,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8160,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8160F,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8160T,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8164,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8168,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8170,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8171M,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8175M,,Intel,Skylake,Xeon Platinum,,240.0,24.0,615.4,Linear regression of cpu_manufacture,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Intel Xeon Platinum 8176,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8176F,,Intel,Skylake,Xeon Platinum,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8176M,,Intel,Skylake,Xeon Platinum,,165.0,28.0,694.0,Value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Intel Xeon Platinum 8180,"Jul 11th, 2017",Intel,Skylake-SP,Xeon Platinum,2.5 GHz,205.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8180.c2055,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8180M,"Jul 11th, 2017",Intel,Skylake-SP,Xeon Platinum,2.5 GHz,205.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8180m.c2164,14.0,,,,"8,000 million",Intel
