id,manufacturer,CASE.case_type,year,CPU.units,CPU.core_units,CPU.name,CPU.manufacturer,CPU.model_range,CPU.family,CPU.tdp,CPU.manufacture_date,RAM.capacity,RAM.units,SSD.units,SSD.capacity,HDD.units,HDD.capacity,POWER_SUPPLY.units,GPU.memory,GPU.memory,GPU.units,POWER_SUPPLY.units,POWER_SUPPLY.unit_weight,USAGE.instance_per_server,USAGE.time_workload,USAGE.use_time,USAGE.years_life_time,USAGE.other_consumption_ratio,USAGE.overcommited,Warnings
m6i.xlarge,AWS,rack,2021,2,32,Xeon Platinum 8375C,intel,xeon platinum,icelake,300,2021,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.433,0,
mac1.metal,AWS,rack,2020,1,6,Core i7-8700B,intel,core i7,coffeelake,65,2020,32,1,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.434,0,
p2.16xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,4,183,0,0,,0,2,Tesla K80,384,16,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.435,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
p2.8xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,4,183,0,0,,0,2,Tesla K80,192,16,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.436,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
p2.xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,4,183,0,0,,0,2,Tesla K80,24,16,2;2;2,2.99;1;5,18,50;0;100,8760,35040,0.33;0.2;0.437,0,configuration.ram.capacity not verified
p3.16xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,32,24,0,0,,0,2,Tesla V100,128,8,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.438,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
p3.2xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,32,24,0,0,,0,2,Tesla V100,16,8,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.439,0,configuration.ram.capacity not verified
p3.8xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,32,24,0,0,,0,2,Tesla V100,64,8,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.440,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
p3dn.24xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,2,900,,0,2,Tesla V100,256,8,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.441,0,configuration.ram.capacity not verified
p4d.24xlarge,AWS,rack,2020,2,24,Xeon Platinum 8275CL,intel,xeon platinum,cascadelake,240,2020,32,36,1,8000,,0,2,Tesla A100,320,8,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.442,0,configuration.ram.capacity not verified
r3.2xlarge,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,1,160,,0,2,,,,2;2;2,2.99;1;5,5,50;0;100,8760,35040,0.33;0.2;0.443,0,configuration.ram.capacity not verified
r3.2xlarge.elasticsearch,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,1,160,,0,2,,,,2;2;2,2.99;1;5,5,50;0;100,8760,35040,0.33;0.2;0.444,0,configuration.ram.capacity not verified
r3.4xlarge,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,1,320,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.445,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r3.4xlarge.elasticsearch,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,1,320,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.446,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r3.8xlarge,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,2,320,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.447,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r3.8xlarge.elasticsearch,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,2,320,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.448,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r3.large,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,1,32,,0,2,,,,2;2;2,2.99;1;5,20,50;0;100,8760,35040,0.33;0.2;0.449,0,configuration.ram.capacity not verified
r3.large.elasticsearch,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,1,32,,0,2,,,,2;2;2,2.99;1;5,20,50;0;100,8760,35040,0.33;0.2;0.450,0,configuration.ram.capacity not verified
r3.xlarge,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,1,80,,0,2,,,,2;2;2,2.99;1;5,10,50;0;100,8760,35040,0.33;0.2;0.451,0,configuration.ram.capacity not verified
r3.xlarge.elasticsearch,AWS,rack,2014,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2014,4,61,1,80,,0,2,,,,2;2;2,2.99;1;5,10,50;0;100,8760,35040,0.33;0.2;0.452,0,configuration.ram.capacity not verified
r4.16xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.453,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r4.16xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.454,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r4.2xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.455,0,configuration.ram.capacity not verified
r4.2xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.456,0,configuration.ram.capacity not verified
r4.4xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.457,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r4.4xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.458,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r4.8xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.459,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r4.8xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.460,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r4.large,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,36,50;0;100,8760,35040,0.33;0.2;0.461,0,configuration.ram.capacity not verified
r4.large.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,36,50;0;100,8760,35040,0.33;0.2;0.462,0,configuration.ram.capacity not verified
r4.xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,18,50;0;100,8760,35040,0.33;0.2;0.463,0,configuration.ram.capacity not verified
r4.xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,61,0,0,,0,2,,,,2;2;2,2.99;1;5,18,50;0;100,8760,35040,0.33;0.2;0.464,0,configuration.ram.capacity not verified
r5.12xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.465,0,
r5.12xlarge.elasticsearch,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.466,0,configuration.ram.capacity not verified
r5.16xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.467,0,;usage.instance_per_server is rounded
r5.24xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.468,0,
r5.2xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.469,0,
r5.2xlarge.elasticsearch,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.470,0,configuration.ram.capacity not verified
r5.4xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.471,0,
r5.4xlarge.elasticsearch,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.472,0,configuration.ram.capacity not verified
r5.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.473,0,
r5.large,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.474,0,
r5.large.elasticsearch,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.475,0,configuration.ram.capacity not verified
r5.metal,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.476,0,
r5.xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.477,0,
r5.xlarge.elasticsearch,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.478,0,configuration.ram.capacity not verified
r5a.12xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.479,0,
r5a.16xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.480,0,;usage.instance_per_server is rounded
r5a.24xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.481,0,
r5a.2xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.482,0,
r5a.4xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.483,0,
r5a.8xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.484,0,
r5a.large,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.485,0,
r5a.xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.486,0,
r5ad.12xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,2,900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.487,0,
r5ad.16xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,4,600,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.488,0,;usage.instance_per_server is rounded
r5ad.24xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.489,0,
r5ad.2xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,1,300,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.490,0,
r5ad.4xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,2,300,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.491,0,
r5ad.8xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,2,600,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.492,0,
r5ad.large,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,1,75,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.493,0,
r5ad.xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,24,1,150,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.494,0,
r5b.12xlarge,AWS,rack,2020,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2020,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.495,0,
r5b.16xlarge,AWS,rack,2020,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2020,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.496,0,;usage.instance_per_server is rounded
r5b.24xlarge,AWS,rack,2020,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2020,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.497,0,
r5b.2xlarge,AWS,rack,2020,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2020,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.498,0,
r5b.4xlarge,AWS,rack,2020,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2020,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.499,0,
r5b.8xlarge,AWS,rack,2020,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2020,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.500,0,
r5b.large,AWS,rack,2020,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2020,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.501,0,
r5b.metal,AWS,rack,2020,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2020,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.502,0,
r5b.xlarge,AWS,rack,2020,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2020,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.503,0,
r5d.12xlarge,AWS,rack,2018,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2018,32,24,2,900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.504,0,
r5d.16xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,4,600,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.505,0,;usage.instance_per_server is rounded
r5d.24xlarge,AWS,rack,2018,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2018,32,24,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.506,0,
r5d.2xlarge,AWS,rack,2018,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2018,32,24,1,300,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.507,0,
r5d.4xlarge,AWS,rack,2018,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2018,32,24,2,300,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.508,0,
r5d.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,2,600,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.509,0,
r5d.large,AWS,rack,2018,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2018,32,24,1,75,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.510,0,
r5d.metal,AWS,rack,2018,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2018,32,24,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.511,0,
r5d.xlarge,AWS,rack,2018,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2018,32,24,1,150,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.512,0,
r5dn.12xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,2,900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.513,0,
r5dn.16xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,4,600,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.514,0,;usage.instance_per_server is rounded
r5dn.24xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.515,0,
r5dn.2xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,1,300,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.516,0,
r5dn.4xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,2,300,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.517,0,
r5dn.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,2,600,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.518,0,
r5dn.large,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,1,75,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.519,0,
r5dn.metal,AWS,rack,2021,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2021,32,24,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.520,0,
r5dn.xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,1,150,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.521,0,
r5n.12xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.522,0,
r5n.16xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.523,0,;usage.instance_per_server is rounded
r5n.24xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.524,0,
r5n.2xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.525,0,
r5n.4xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.526,0,
r5n.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.527,0,
r5n.large,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.528,0,
r5n.metal,AWS,rack,2021,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2021,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.529,0,
r5n.xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.530,0,
r6g.12xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.531,0,;usage.instance_per_server is rounded
r6g.12xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.532,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r6g.16xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.533,0,
r6g.2xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.534,0,
r6g.2xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.535,0,configuration.ram.capacity not verified
r6g.4xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.536,0,
r6g.4xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.537,0,configuration.ram.capacity not verified
r6g.8xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.538,0,
r6g.8xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.539,0,configuration.ram.capacity not verified
r6g.large,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.540,0,
r6g.large.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.541,0,configuration.ram.capacity not verified
r6g.medium,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,64,50;0;100,8760,35040,0.33;0.2;0.542,0,
r6g.metal,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.543,0,
