Name,API Name,Instance Family,CoreMark Score,FFmpeg FPS,Instance Memory,Compute Units (ECU),vCPUs,Instance Storage,Network Performance,Max IPs,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
C7G Metal,c7g.metal,c7g,"29.470,272",245.0 fps,128 GiB,0 units,64 vCPUs,EBS only,30 Gigabit,750,€2.2613 hourly,€1.4907 hourly,€0.6278 hourly,unavailable,unavailable
C7GD 16xlarge Extra Large,c7gd.16xlarge,c7gd,"25.313,251",244.0 fps,128 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,750,€2.877 hourly,€1.8125 hourly,€0.8172 hourly,unavailable,unavailable
C7GD Metal,c7gd.metal,c7gd,"26.096,033",245.0 fps,128 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,750,€2.877 hourly,€1.8125 hourly,€0.4187 hourly,unavailable,unavailable
C7GN 16xlarge Extra Large,c7gn.16xlarge,c7gn,N/A,N/A,128 GiB,0 units,64 vCPUs,EBS only,200 Gigabit,750,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Metal,c7gn.metal,c7gn,N/A,N/A,128 GiB,0 units,64 vCPUs,EBS only,200 Gigabit,750,unavailable,unavailable,unavailable,unavailable,unavailable
C7I-FLEX 16xlarge Extra Large,c7i-flex.16xlarge,c7i-flex,"26.921,524",208.0 fps,128 GiB,0 units,64 vCPUs,EBS only,Up to 25 Gigabit,750,€2.6537 hourly,€1.7495 hourly,€0.5191 hourly,€5.1768 hourly,€4.2727 hourly
C7I 16xlarge Extra Large,c7i.16xlarge,c7i,"32.032,46",244.0 fps,128 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€2.7933 hourly,€1.8415 hourly,€1.0142 hourly,€5.3165 hourly,€4.3646 hourly
C7I 24xlarge,c7i.24xlarge,c7i,"33.566,434",251.0 fps,192 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€4.19 hourly,€2.7622 hourly,€1.2487 hourly,€7.9748 hourly,€6.5469 hourly
C7I 48xlarge,c7i.48xlarge,c7i,"32.488,629",256.0 fps,384 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€8.38 hourly,€5.5244 hourly,€2.3964 hourly,€15.9495 hourly,€13.0939 hourly
C7I Metal-24xl,c7i.metal-24xl,c7i,"33.992,408",275.0 fps,192 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€4.19 hourly,€2.7622 hourly,€1.0852 hourly,€7.9748 hourly,€6.5469 hourly
C7I Metal-48xl,c7i.metal-48xl,c7i,"34.441,192",299.0 fps,384 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€8.38 hourly,€5.5244 hourly,€1.1623 hourly,€15.9495 hourly,€13.0939 hourly
C8G 16xlarge Extra Large,c8g.16xlarge,c8g,"31.520,883",299.0 fps,128 GiB,0 units,64 vCPUs,EBS only,30 Gigabit,750,€2.4875 hourly,€1.6398 hourly,€0.5444 hourly,unavailable,unavailable
C8G 24xlarge,c8g.24xlarge,c8g,"29.980,513",296.0 fps,192 GiB,0 units,96 vCPUs,EBS only,40 Gigabit,750,€3.7313 hourly,€2.4598 hourly,€0.6149 hourly,unavailable,unavailable
C8G 48xlarge,c8g.48xlarge,c8g,"30.658,389",281.0 fps,384 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€7.4626 hourly,€4.9195 hourly,€1.9227 hourly,unavailable,unavailable
C8G Metal-24xl,c8g.metal-24xl,c8g,"31.728,405",169.0 fps,192 GiB,0 units,96 vCPUs,EBS only,40 Gigabit,750,€3.7313 hourly,€2.4598 hourly,€0.5481 hourly,unavailable,unavailable
C8G Metal-48xl,c8g.metal-48xl,c8g,"39.880,359",149.0 fps,384 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€7.4626 hourly,€4.9195 hourly,€1.0143 hourly,unavailable,unavailable
C8GD 16xlarge Extra Large,c8gd.16xlarge,c8gd,N/A,N/A,128 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,750,€3.1074 hourly,unavailable,€0.8019 hourly,unavailable,unavailable
C8GD 24xlarge,c8gd.24xlarge,c8gd,N/A,N/A,192 GiB,0 units,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,750,€4.661 hourly,unavailable,€0.8493 hourly,unavailable,unavailable
C8GD 48xlarge,c8gd.48xlarge,c8gd,N/A,N/A,384 GiB,0 units,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,750,€9.3221 hourly,unavailable,€1.3479 hourly,unavailable,unavailable
C8GD Metal-24xl,c8gd.metal-24xl,c8gd,N/A,N/A,192 GiB,0 units,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,750,€4.661 hourly,unavailable,€0.5927 hourly,unavailable,unavailable
C8GD Metal-48xl,c8gd.metal-48xl,c8gd,N/A,N/A,384 GiB,0 units,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,750,€9.3221 hourly,unavailable,€1.2115 hourly,unavailable,unavailable
F2 48xlarge,f2.48xlarge,f2,N/A,N/A,2048 GiB,0 units,192 vCPUs,7520 GB (8×940 GB NVMe SSD),100 Gigabit,750,€16.9698 hourly,unavailable,unavailable,unavailable,unavailable
G4DN Metal,g4dn.metal,g4dn,"26.263,953",109.0 fps,384 GiB,0 units,96 vCPUs,1800 GB (2×900 GB NVMe SSD),100 Gigabit,750,€8.382 hourly,€5.7209 hourly,€2.462 hourly,€12.1668 hourly,€9.5056 hourly
G5 Graphics and Machine Learning GPU 12xlarge Extra Large,g5.12xlarge,g5,"23.882,023",112.0 fps,192 GiB,0 units,48 vCPUs,3800 GB NVMe SSD,40 Gigabit,750,€6.079 hourly,€3.8297 hourly,€2.1457 hourly,€7.9713 hourly,€5.7221 hourly
G5 Graphics and Machine Learning GPU 24xlarge,g5.24xlarge,g5,"23.188,406",111.0 fps,384 GiB,0 units,96 vCPUs,3800 GB NVMe SSD,50 Gigabit,750,€8.7283 hourly,€5.4988 hourly,€2.2601 hourly,€12.5131 hourly,€5.4988 hourly
G5G 16xlarge Extra Large,g5g.16xlarge,g5g,"20.135,58",100.0 fps,128 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€2.9419 hourly,€2.0066 hourly,€0.3458 hourly,unavailable,unavailable
G5G Metal,g5g.metal,g5g,"19.853,087",178.0 fps,128 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€2.9419 hourly,€2.0066 hourly,€0.3783 hourly,unavailable,unavailable
G6 Graphics and Machine Learning GPU 16xlarge Extra Large,g6.16xlarge,g6,"32.232,071",135.0 fps,256 GiB,0 units,64 vCPUs,1880 GB (2×940 GB NVMe SSD),25 Gigabit,750,€3.6405 hourly,€2.37 hourly,€1.1702 hourly,€6.1637 hourly,€4.8932 hourly
G6 Graphics and Machine Learning GPU 24xlarge,g6.24xlarge,g6,"30.904,736",133.0 fps,384 GiB,0 units,96 vCPUs,3760 GB (4×940 GB NVMe SSD),50 Gigabit,750,€7.1541 hourly,€4.6573 hourly,€2.3755 hourly,€10.9389 hourly,€8.4421 hourly
G6 Graphics and Machine Learning GPU 48xlarge,g6.48xlarge,g6,"31.976,977",132.0 fps,768 GiB,0 units,192 vCPUs,7520 GB (8×940 GB NVMe SSD),100 Gigabit,750,€14.3083 hourly,€9.3147 hourly,€2.9733 hourly,€21.8778 hourly,€16.8842 hourly
G6e Graphics and Machine Learning GPU 16xlarge Extra Large,g6e.16xlarge,g6e,"31.298,905",145.0 fps,512 GiB,0 units,64 vCPUs,1900 GB (2×950 GB NVMe SSD),35 Gigabit,750,€8.1202 hourly,€5.1157 hourly,€1.3817 hourly,€10.6434 hourly,€7.6389 hourly
I3 High I/O 16xlarge Extra Large,i3.16xlarge,i3,"19.600,157",134.0 fps,488 GiB,201 units,64 vCPUs,15200 GB (8×1900 GB NVMe SSD),25 Gigabit,750,€5.1012 hourly,€3.4557 hourly,€0.8843 hourly,€7.6244 hourly,€5.9788 hourly
I3EN 24xlarge,i3en.24xlarge,i3en,"24.215,029",174.0 fps,768 GiB,337 units,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),100 Gigabit,750,€11.1075 hourly,€7.5833 hourly,€1.6854 hourly,€14.8923 hourly,€11.368 hourly
I3EN Metal,i3en.metal,i3en,"25.018,764",176.0 fps,768 GiB,0 units,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),100 Gigabit,750,€11.1075 hourly,€7.5833 hourly,€1.3946 hourly,€14.8923 hourly,€11.368 hourly
I4G 16xlarge Extra Large,i4g.16xlarge,i4g,"19.634,793",176.0 fps,512 GiB,0 units,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),37.5 Gigabit,750,unavailable,unavailable,unavailable,unavailable,unavailable
I4I 16xlarge Extra Large,i4i.16xlarge,i4i,"28.074,116",186.0 fps,512 GiB,0 units,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),37.5 Gigabit,750,€5.6112 hourly,€3.6571 hourly,€1.3351 hourly,€8.1343 hourly,€6.1803 hourly
I4I 32xlarge,i4i.32xlarge,i4i,"25.900,026",211.0 fps,1024 GiB,0 units,128 vCPUs,30000 GB (8×3750 GB NVMe SSD),75 Gigabit,750,€11.2227 hourly,€7.3143 hourly,€2.1961 hourly,€16.269 hourly,€12.3607 hourly
I4I Metal,i4i.metal,i4i,"31.900,471",165.0 fps,1024 GiB,0 units,128 vCPUs,30000 GB (8×3750 GB NVMe SSD),75 Gigabit,750,€11.2223 hourly,€7.3141 hourly,€1.4984 hourly,€16.2687 hourly,€7.3141 hourly
I7I 16xlarge Extra Large,i7i.16xlarge,i7i,"33.555,17",246.0 fps,512 GiB,0 units,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,750,€6.1725 hourly,unavailable,€1.4518 hourly,€8.6956 hourly,unavailable
I7I 24xlarge,i7i.24xlarge,i7i,"34.720,213",265.0 fps,768 GiB,0 units,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,750,€9.2587 hourly,unavailable,€2.0557 hourly,€13.0435 hourly,unavailable
I7I 48xlarge,i7i.48xlarge,i7i,"34.260,264",281.0 fps,1536 GiB,0 units,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,750,€18.5174 hourly,unavailable,€3.9817 hourly,€26.087 hourly,unavailable
I7I Metal-24xl,i7i.metal-24xl,i7i,"36.913,99",268.0 fps,768 GiB,0 units,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,750,€9.2587 hourly,unavailable,€1.3596 hourly,€13.0435 hourly,unavailable
I7I Metal-48xl,i7i.metal-48xl,i7i,"37.697,914",280.0 fps,1536 GiB,0 units,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,750,€18.5174 hourly,unavailable,€2.6024 hourly,€26.087 hourly,unavailable
I7IE 18xlarge,i7ie.18xlarge,i7ie,"34.061,879",154.0 fps,576 GiB,0 units,72 vCPUs,45000 GB (6×7500 GB NVMe SSD),Up to 75 Gigabit,750,€9.5802 hourly,unavailable,€1.624 hourly,€12.4188 hourly,unavailable
I7IE 24xlarge,i7ie.24xlarge,i7ie,"33.990,483",260.0 fps,768 GiB,0 units,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,750,€12.7736 hourly,unavailable,€1.6753 hourly,€16.5584 hourly,unavailable
I7IE 48xlarge,i7ie.48xlarge,i7ie,"34.275,921",283.0 fps,1536 GiB,0 units,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,750,€25.5472 hourly,unavailable,€7.1381 hourly,€33.1167 hourly,unavailable
I7IE Metal-24xl,i7ie.metal-24xl,i7ie,"36.341,611",271.0 fps,768 GiB,0 units,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,750,€12.7736 hourly,unavailable,€3.5089 hourly,€16.5584 hourly,unavailable
I7IE Metal-48xl,i7ie.metal-48xl,i7ie,"38.402,458",292.0 fps,1536 GiB,0 units,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,750,€25.5472 hourly,unavailable,€6.6812 hourly,€33.1167 hourly,unavailable
I8G 16xlarge Extra Large,i8g.16xlarge,i8g,"30.490,129",295.0 fps,512 GiB,0 units,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,750,€5.6113 hourly,unavailable,€0.8671 hourly,unavailable,unavailable
I8G 24xlarge,i8g.24xlarge,i8g,"29.852,974",297.0 fps,768 GiB,0 units,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,750,€8.417 hourly,unavailable,€1.2393 hourly,unavailable,unavailable
I8G 48xlarge,i8g.48xlarge,i8g,"29.964,791",281.0 fps,1536 GiB,0 units,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,750,unavailable,unavailable,unavailable,unavailable,unavailable
I8G Metal-24xl,i8g.metal-24xl,i8g,"29.855,202",299.0 fps,768 GiB,0 units,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,750,€8.417 hourly,unavailable,€1.0879 hourly,unavailable,unavailable
IM4GN 16xlarge Extra Large,im4gn.16xlarge,im4gn,"20.413,718",176.0 fps,256 GiB,0 units,64 vCPUs,30000 GB (4×7500 GB NVMe SSD),100 Gigabit,750,€5.948 hourly,€3.8313 hourly,€0.7699 hourly,unavailable,unavailable
INF2 24xlarge,inf2.24xlarge,inf2,"31.247,559",247.0 fps,384 GiB,0 units,96 vCPUs,EBS only,50 Gigabit,750,€8.3443 hourly,€5.2569 hourly,€1.2308 hourly,unavailable,unavailable
INF2 48xlarge,inf2.48xlarge,inf2,N/A,N/A,768 GiB,0 units,192 vCPUs,EBS only,100 Gigabit,750,€16.6886 hourly,€10.5138 hourly,€4.9099 hourly,unavailable,unavailable
M5 General Purpose 16xlarge Extra Large,m5.16xlarge,m5,"22.900,763",178.0 fps,256 GiB,256 units,64 vCPUs,EBS only,20 Gigabit,750,€3.154 hourly,€1.9867 hourly,€0.6821 hourly,€5.6772 hourly,€4.5098 hourly
M5 General Purpose 24xlarge,m5.24xlarge,m5,"22.386,389",176.0 fps,384 GiB,337 units,96 vCPUs,EBS only,25 Gigabit,750,€4.731 hourly,€2.9809 hourly,€1.3518 hourly,€8.5157 hourly,€6.7656 hourly
M5 General Purpose Metal,m5.metal,m5,"25.975,713",176.0 fps,384 GiB,345 units,96 vCPUs,EBS only,25 Gigabit,750,€4.731 hourly,€2.9809 hourly,€1.3532 hourly,€8.5157 hourly,€6.7656 hourly
M5A 16xlarge Extra Large,m5a.16xlarge,m5a,"15.987,21",110.0 fps,256 GiB,0 units,64 vCPUs,EBS only,12 Gigabit,750,€2.8523 hourly,€1.7973 hourly,€1.2771 hourly,€5.3755 hourly,€4.3204 hourly
M5A 24xlarge,m5a.24xlarge,m5a,"16.835,962",110.0 fps,384 GiB,0 units,96 vCPUs,EBS only,20 Gigabit,750,€4.2784 hourly,€2.6954 hourly,€1.4039 hourly,€8.0632 hourly,€6.4802 hourly
M5AD 16xlarge Extra Large,m5ad.16xlarge,m5ad,"16.916,657",118.0 fps,256 GiB,0 units,64 vCPUs,2400 GB (4×600 GB NVMe SSD),12 Gigabit,750,€3.4282 hourly,€2.1598 hourly,€1.163 hourly,€5.9514 hourly,€4.683 hourly
M5AD 24xlarge,m5ad.24xlarge,m5ad,"17.201,835",116.0 fps,384 GiB,0 units,96 vCPUs,3600 GB (4×900 GB NVMe SSD),20 Gigabit,750,€5.1424 hourly,€3.2397 hourly,€1.5291 hourly,€8.9271 hourly,€7.0245 hourly
M5 General Purpose 16xlarge Extra Large,m5d.16xlarge,m5d,"21.557,919",163.0 fps,256 GiB,256 units,64 vCPUs,2400 GB (4×600 GB NVMe SSD),20 Gigabit,750,€3.7299 hourly,€2.3501 hourly,€1.052 hourly,€6.2531 hourly,€4.8732 hourly
M5 General Purpose 24xlarge,m5d.24xlarge,m5d,"22.171,31",175.0 fps,384 GiB,337 units,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,750,€5.5949 hourly,€3.5251 hourly,€1.1729 hourly,€9.3797 hourly,€7.3099 hourly
M5 General Purpose Metal,m5d.metal,m5d,"25.685,481",170.0 fps,384 GiB,345 units,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,750,€5.5949 hourly,€3.5251 hourly,€1.6329 hourly,€9.3797 hourly,€7.3099 hourly
M5DN 16xlarge Extra Large,m5dn.16xlarge,m5dn,N/A,N/A,256 GiB,0 units,64 vCPUs,2400 GB (4×600 GB NVMe SSD),75 Gigabit,750,€4.443 hourly,€2.7992 hourly,€0.7493 hourly,€6.9662 hourly,€5.3223 hourly
M5DN 24xlarge,m5dn.24xlarge,m5dn,N/A,N/A,384 GiB,0 units,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,750,€6.6645 hourly,€4.1987 hourly,€1.3892 hourly,€10.4493 hourly,€7.9835 hourly
M5DN Metal,m5dn.metal,m5dn,N/A,N/A,384 GiB,0 units,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,750,€6.6645 hourly,€4.1987 hourly,€0.8003 hourly,€10.4493 hourly,€7.9835 hourly
M5N 16xlarge Extra Large,m5n.16xlarge,m5n,N/A,N/A,256 GiB,0 units,64 vCPUs,EBS only,75 Gigabit,750,€3.867 hourly,€2.4366 hourly,€1.0047 hourly,€6.3902 hourly,€4.9598 hourly
M5N 24xlarge,m5n.24xlarge,m5n,N/A,N/A,384 GiB,0 units,96 vCPUs,EBS only,100 Gigabit,750,€5.8006 hourly,€3.6545 hourly,€1.1413 hourly,€9.5853 hourly,€7.4393 hourly
M5N Metal,m5n.metal,m5n,N/A,N/A,384 GiB,0 units,96 vCPUs,EBS only,100 Gigabit,750,€5.8006 hourly,€3.6545 hourly,unavailable,€9.5853 hourly,€7.4393 hourly
M5ZN 12xlarge Extra Large,m5zn.12xlarge,m5zn,"30.145,452",201.0 fps,192 GiB,0 units,48 vCPUs,EBS only,100 Gigabit,750,€4.0698 hourly,€2.5532 hourly,€1.2535 hourly,€5.9622 hourly,€4.4456 hourly
M5ZN Metal,m5zn.metal,m5zn,"34.509,533",162.0 fps,192 GiB,0 units,48 vCPUs,EBS only,100 Gigabit,750,€4.0698 hourly,€2.5532 hourly,€1.0596 hourly,€5.9622 hourly,€4.4456 hourly
M6A 16xlarge Extra Large,m6a.16xlarge,m6a,"29.837,386",233.0 fps,256 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€2.8386 hourly,€1.8777 hourly,€1.4035 hourly,€5.3618 hourly,€4.4009 hourly
M6A 24xlarge,m6a.24xlarge,m6a,"30.009,753",246.0 fps,384 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€4.2579 hourly,€2.8166 hourly,€1.3505 hourly,€8.0426 hourly,€6.6013 hourly
M6A 32xlarge,m6a.32xlarge,m6a,"30.897,575",220.0 fps,512 GiB,0 units,128 vCPUs,EBS only,50 Gigabit,750,€5.6772 hourly,€3.7554 hourly,€0.9764 hourly,€10.7235 hourly,€3.7554 hourly
M6A 48xlarge,m6a.48xlarge,m6a,"30.981,334",231.0 fps,768 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€8.5157 hourly,€5.6332 hourly,€1.3202 hourly,€16.0853 hourly,€13.2027 hourly
M6A Metal,m6a.metal,m6a,"33.687,047",240.0 fps,768 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€8.5157 hourly,€5.6332 hourly,€1.3605 hourly,€16.0853 hourly,€13.2027 hourly
M6G 16xlarge Extra Large,m6g.16xlarge,m6g,"19.916,351",177.0 fps,256 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€2.5232 hourly,€1.5838 hourly,€0.7013 hourly,unavailable,unavailable
M6G Metal,m6g.metal,m6g,"19.782,394",179.0 fps,256 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€2.5232 hourly,€1.5838 hourly,€0.2688 hourly,unavailable,unavailable
M6GD 16xlarge Extra Large,m6gd.16xlarge,m6gd,"19.727,757",176.0 fps,256 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,750,€2.9894 hourly,€1.8717 hourly,€0.7739 hourly,unavailable,unavailable
M6GD Metal,m6gd.metal,m6gd,"19.730,352",179.0 fps,256 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,750,€2.9894 hourly,€1.8717 hourly,€0.4036 hourly,unavailable,unavailable
M6I 16xlarge Extra Large,m6i.16xlarge,m6i,"27.787,426",186.0 fps,256 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€3.154 hourly,€2.0864 hourly,€1.6786 hourly,€5.6772 hourly,€2.0864 hourly
M6I 24xlarge,m6i.24xlarge,m6i,"25.938,655",242.0 fps,384 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€4.731 hourly,€3.1295 hourly,€1.3493 hourly,€8.5157 hourly,€3.1295 hourly
M6I 32xlarge,m6i.32xlarge,m6i,"27.839,644",222.0 fps,512 GiB,0 units,128 vCPUs,EBS only,50 Gigabit,750,€6.308 hourly,€4.1727 hourly,€1.1895 hourly,€11.3543 hourly,€4.1727 hourly
M6I Metal,m6i.metal,m6i,"32.346,757",266.0 fps,512 GiB,0 units,128 vCPUs,EBS only,50 Gigabit,750,€6.308 hourly,€4.1727 hourly,€0.8043 hourly,€11.3543 hourly,€9.2191 hourly
M6ID 16xlarge Extra Large,m6id.16xlarge,m6id,"29.095,141",188.0 fps,256 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,750,€3.9164 hourly,€2.4673 hourly,€1.1806 hourly,€6.4396 hourly,€2.4673 hourly
M6ID 24xlarge,m6id.24xlarge,m6id,"27.091,094",243.0 fps,384 GiB,0 units,96 vCPUs,5700 GB (4×1425 GB NVMe SSD),37.5 Gigabit,750,€5.8746 hourly,€3.701 hourly,€1.6318 hourly,€9.6594 hourly,€3.701 hourly
M6ID 32xlarge,m6id.32xlarge,m6id,"28.324,6",213.0 fps,512 GiB,0 units,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),50 Gigabit,750,€7.8328 hourly,€4.9347 hourly,€1.4901 hourly,€12.8792 hourly,€9.981 hourly
M6ID Metal,m6id.metal,m6id,"29.680,196",259.0 fps,512 GiB,0 units,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),50 Gigabit,750,€7.8328 hourly,€4.9347 hourly,€2.4049 hourly,€12.8792 hourly,€9.981 hourly
M6IDN 16xlarge Extra Large,m6idn.16xlarge,m6idn,"27.514,101",184.0 fps,256 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,750,€5.1983 hourly,€3.2749 hourly,€1.4538 hourly,€7.7215 hourly,€5.7981 hourly
M6IDN 24xlarge,m6idn.24xlarge,m6idn,"28.272,547",241.0 fps,384 GiB,0 units,96 vCPUs,5700 GB (4×1425 GB NVMe SSD),150 Gigabit,750,€7.7975 hourly,€4.9124 hourly,€0.9893 hourly,€11.5822 hourly,€4.9124 hourly
M6IN 16xlarge Extra Large,m6in.16xlarge,m6in,"27.662,517",186.0 fps,256 GiB,0 units,64 vCPUs,EBS only,100 Gigabit,750,€4.5244 hourly,€2.8504 hourly,€1.2708 hourly,€7.0476 hourly,€5.3736 hourly
M6IN 24xlarge,m6in.24xlarge,m6in,"25.726,782",244.0 fps,384 GiB,0 units,96 vCPUs,EBS only,150 Gigabit,750,€6.7867 hourly,€4.2756 hourly,€0.7756 hourly,€10.5714 hourly,€4.2756 hourly
M7A 16xlarge Extra Large,m7a.16xlarge,m7a,"34.928,397",313.0 fps,256 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€3.8084 hourly,€2.5192 hourly,€1.3446 hourly,€6.3315 hourly,€5.0424 hourly
M7A 24xlarge,m7a.24xlarge,m7a,"34.048,349",314.0 fps,384 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€5.7125 hourly,€3.7788 hourly,€1.6258 hourly,€9.4973 hourly,€7.5636 hourly
M7A 32xlarge,m7a.32xlarge,m7a,"32.865,907",308.0 fps,512 GiB,0 units,128 vCPUs,EBS only,50 Gigabit,750,€7.6167 hourly,€5.0385 hourly,€1.5021 hourly,€12.6631 hourly,€10.0848 hourly
M7A 48xlarge,m7a.48xlarge,m7a,"35.695,163",296.0 fps,768 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€11.4251 hourly,€7.5577 hourly,€2.5327 hourly,€18.9946 hourly,€15.1272 hourly
M7A Metal-48xl,m7a.metal-48xl,m7a,"36.605,454",321.0 fps,768 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€11.4251 hourly,€7.5577 hourly,€1.602 hourly,€18.9946 hourly,€15.1272 hourly
M7G 16xlarge Extra Large,m7g.16xlarge,m7g,"25.353,362",242.0 fps,256 GiB,0 units,64 vCPUs,EBS only,30 Gigabit,750,€2.6811 hourly,€1.7736 hourly,€0.7992 hourly,unavailable,unavailable
M7G Metal,m7g.metal,m7g,"25.884,941",247.0 fps,256 GiB,0 units,64 vCPUs,EBS only,30 Gigabit,750,€2.6811 hourly,€1.7736 hourly,€0.4011 hourly,unavailable,unavailable
M7GD 16xlarge Extra Large,m7gd.16xlarge,m7gd,"25.518,341",242.0 fps,256 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,750,€3.5247 hourly,€2.2206 hourly,€0.72 hourly,unavailable,unavailable
M7GD Metal,m7gd.metal,m7gd,"24.469,322",245.0 fps,256 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,750,€3.5247 hourly,€2.2206 hourly,€0.4813 hourly,unavailable,unavailable
M7I-FLEX 16xlarge Extra Large,m7i-flex.16xlarge,m7i-flex,"32.792,261",244.0 fps,256 GiB,0 units,64 vCPUs,EBS only,Up to 25 Gigabit,750,€3.146 hourly,€2.081 hourly,€0.7198 hourly,€5.6692 hourly,€4.6042 hourly
M7I 16xlarge Extra Large,m7i.16xlarge,m7i,"34.578,147",237.0 fps,256 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€3.3117 hourly,€2.1907 hourly,€1.1341 hourly,€5.8349 hourly,€4.7139 hourly
M7I 24xlarge,m7i.24xlarge,m7i,"33.405,712",252.0 fps,384 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€4.9675 hourly,€3.286 hourly,€1.5064 hourly,€8.7523 hourly,€7.0708 hourly
M7I 48xlarge,m7i.48xlarge,m7i,"32.064,985",271.0 fps,768 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€9.935 hourly,€6.572 hourly,€2.7896 hourly,€17.5046 hourly,€14.1416 hourly
M7I Metal-24xl,m7i.metal-24xl,m7i,"35.695,163",273.0 fps,384 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€4.9675 hourly,€3.286 hourly,€0.9265 hourly,€8.7523 hourly,€7.0708 hourly
M7I Metal-48xl,m7i.metal-48xl,m7i,"35.085,668",302.0 fps,768 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€9.935 hourly,€6.572 hourly,€1.3446 hourly,€17.5046 hourly,€14.1416 hourly
M8G 16xlarge Extra Large,m8g.16xlarge,m8g,"30.179,568",296.0 fps,256 GiB,0 units,64 vCPUs,EBS only,30 Gigabit,750,€2.9494 hourly,€1.951 hourly,€0.8261 hourly,unavailable,unavailable
