Name,API Name,Instance Family,CoreMark Score,FFmpeg FPS,Instance Memory,Compute Units (ECU),vCPUs,Instance Storage,Network Performance,Max IPs,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
M6ID Double Extra Large,m6id.2xlarge,m6id,"25.818,111",56.0 fps,32 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.4896 hourly,€0.3084 hourly,€0.2191 hourly,€0.8049 hourly,€0.6238 hourly
M6ID Extra Large,m6id.xlarge,m6id,"26.428,807",27.0 fps,16 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.2448 hourly,€0.1542 hourly,€0.0995 hourly,€0.4025 hourly,€0.1542 hourly
M6IDN Double Extra Large,m6idn.2xlarge,m6idn,"25.953,802",55.0 fps,32 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 40 Gigabit,60,€0.6498 hourly,€0.4094 hourly,€0.2515 hourly,€0.9652 hourly,€0.7248 hourly
M6IDN Extra Large,m6idn.xlarge,m6idn,"26.788,106",28.0 fps,16 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 30 Gigabit,60,€0.3249 hourly,€0.2047 hourly,€0.12 hourly,€0.4826 hourly,€0.2047 hourly
M6IN Double Extra Large,m6in.2xlarge,m6in,"25.508,577",56.0 fps,32 GiB,0 units,8 vCPUs,EBS only,Up to 40 Gigabit,60,€0.5656 hourly,€0.3563 hourly,€0.2023 hourly,€0.881 hourly,€0.6717 hourly
M6IN Extra Large,m6in.xlarge,m6in,"27.300,027",27.0 fps,16 GiB,0 units,4 vCPUs,EBS only,Up to 30 Gigabit,60,€0.2828 hourly,€0.1781 hourly,€0.0975 hourly,€0.4405 hourly,€0.1781 hourly
M7A Double Extra Large,m7a.2xlarge,m7a,"33.244,681",102.0 fps,32 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.476 hourly,€0.3149 hourly,€0.1815 hourly,€0.7914 hourly,€0.6303 hourly
M7A Extra Large,m7a.xlarge,m7a,"33.374,124",55.0 fps,16 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.238 hourly,€0.1575 hourly,€0.0922 hourly,€0.3957 hourly,€0.3151 hourly
M7G Double Extra Large,m7g.2xlarge,m7g,"26.106,252",72.0 fps,32 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,60,€0.3351 hourly,€0.2217 hourly,€0.1316 hourly,unavailable,unavailable
M7G Extra Large,m7g.xlarge,m7g,"25.092,529",38.0 fps,16 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.1676 hourly,€0.1108 hourly,€0.0608 hourly,unavailable,unavailable
M7GD Double Extra Large,m7gd.2xlarge,m7gd,"25.933,61",72.0 fps,32 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,60,€0.4406 hourly,€0.2776 hourly,€0.161 hourly,unavailable,unavailable
M7GD Extra Large,m7gd.xlarge,m7gd,"25.086,234",38.0 fps,16 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.2203 hourly,€0.1388 hourly,€0.1038 hourly,unavailable,unavailable
M7I-FLEX Double Extra Large,m7i-flex.2xlarge,m7i-flex,"32.150,895",75.0 fps,32 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.3933 hourly,€0.2601 hourly,€0.1811 hourly,€0.6929 hourly,€0.5598 hourly
M7I-FLEX Extra Large,m7i-flex.xlarge,m7i-flex,"29.638,411",32.0 fps,16 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.1966 hourly,€0.1301 hourly,€0.0866 hourly,€0.3464 hourly,€0.2799 hourly
M7I Double Extra Large,m7i.2xlarge,m7i,"26.227,788",59.0 fps,32 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.414 hourly,€0.2738 hourly,€0.1916 hourly,€0.7294 hourly,€0.5892 hourly
M7I Extra Large,m7i.xlarge,m7i,"32.378,177",35.0 fps,16 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.207 hourly,€0.1369 hourly,€0.0998 hourly,€0.3647 hourly,€0.2946 hourly
M8A Large,m8a.large,m8a,"48.430,059",35.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
M8G Double Extra Large,m8g.2xlarge,m8g,"30.093,289",88.0 fps,32 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,60,€0.3687 hourly,€0.2439 hourly,€0.1233 hourly,unavailable,unavailable
M8G Extra Large,m8g.xlarge,m8g,"30.707,815",45.0 fps,16 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.1843 hourly,€0.1219 hourly,€0.0792 hourly,unavailable,unavailable
M8GD Double Extra Large,m8gd.2xlarge,m8gd,N/A,N/A,32 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,60,€0.4758 hourly,unavailable,€0.1849 hourly,unavailable,unavailable
M8GD Extra Large,m8gd.xlarge,m8gd,N/A,N/A,16 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.2379 hourly,unavailable,€0.1096 hourly,unavailable,unavailable
M8I-FLEX Large,m8i-flex.large,m8i-flex,"32.892,032",19.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Large,m8i.large,m8i,"31.176,929",20.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
P3 High Performance GPU Double Extra Large,p3.2xlarge,p3,N/A,N/A,61 GiB,31 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€3.2765 hourly,unavailable,€0.4626 hourly,€3.5919 hourly,unavailable
R3 High-Memory Double Extra Large,r3.2xlarge,r3,"21.153,575",42.0 fps,61 GiB,26 units,8 vCPUs,160 GB SSD,High,60,€0.6856 hourly,€0.5014 hourly,€0.235 hourly,€1.0113 hourly,€0.8502 hourly
R3 High-Memory Extra Large,r3.xlarge,r3,"22.827,576",22.0 fps,30.5 GiB,13 units,4 vCPUs,80 GB SSD,Moderate,60,€0.3428 hourly,€0.2511 hourly,€0.098 hourly,€0.5571 hourly,€0.438 hourly
R4 High-Memory Double Extra Large,r4.2xlarge,r4,"22.314,787",45.0 fps,61 GiB,31 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€0.5487 hourly,€0.3456 hourly,€0.2501 hourly,€0.8641 hourly,€0.661 hourly
R4 High-Memory Extra Large,r4.xlarge,r4,"19.054,878",19.0 fps,30.5 GiB,16 units,4 vCPUs,EBS only,Up to 10 Gigabit,60,€0.2743 hourly,€0.1728 hourly,€0.114 hourly,€0.432 hourly,€0.3305 hourly
R5 Double Extra Large,r5.2xlarge,r5,"21.165,514",40.0 fps,64 GiB,37 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€0.5211 hourly,€0.3283 hourly,€0.1826 hourly,€0.8365 hourly,€0.6437 hourly
R5 Extra Large,r5.xlarge,r5,"20.920,502",20.0 fps,32 GiB,19 units,4 vCPUs,EBS only,Up to 10 Gigabit,60,€0.2605 hourly,€0.1646 hourly,€0.089 hourly,€0.4182 hourly,€0.3223 hourly
R5A Double Extra Large,r5a.2xlarge,r5a,"17.465,724",37.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€0.4697 hourly,€0.2957 hourly,€0.2332 hourly,€0.7851 hourly,€0.6111 hourly
R5A Extra Large,r5a.xlarge,r5a,"15.852,048",19.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 10 Gigabit,60,€0.2348 hourly,€0.1474 hourly,€0.1221 hourly,€0.3925 hourly,€0.3051 hourly
R5AD Double Extra Large,r5ad.2xlarge,r5ad,"15.937,948",37.0 fps,64 GiB,0 units,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,60,€0.5417 hourly,€0.3411 hourly,€0.2491 hourly,€0.8571 hourly,€0.6565 hourly
R5AD Extra Large,r5ad.xlarge,r5ad,"17.309,024",19.0 fps,32 GiB,0 units,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,60,€0.2708 hourly,€0.1706 hourly,€0.1297 hourly,€0.4285 hourly,€0.3283 hourly
R5B Double Extra Large,r5b.2xlarge,r5b,N/A,N/A,64 GiB,0 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€0.6102 hourly,€0.3844 hourly,€0.2807 hourly,€0.9256 hourly,€0.6998 hourly
R5B Extra Large,r5b.xlarge,r5b,N/A,N/A,32 GiB,0 units,4 vCPUs,EBS only,Up to 10 Gigabit,60,€0.3051 hourly,€0.1922 hourly,€0.1439 hourly,€0.4628 hourly,€0.3499 hourly
R5D Double Extra Large,r5d.2xlarge,r5d,"20.971,688",40.0 fps,64 GiB,37 units,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,60,€0.5931 hourly,€0.3737 hourly,€0.2955 hourly,€0.9085 hourly,€0.6891 hourly
R5D Extra Large,r5d.xlarge,r5d,"21.826,119",20.0 fps,32 GiB,19 units,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,60,€0.2965 hourly,€0.1868 hourly,€0.1526 hourly,€0.4542 hourly,€0.3445 hourly
R5DN Double Extra Large,r5dn.2xlarge,r5dn,N/A,N/A,64 GiB,0 units,8 vCPUs,300 GB NVMe SSD,Up to 25 Gigabit,60,€0.6822 hourly,€0.4294 hourly,€0.3342 hourly,€0.9976 hourly,€0.7448 hourly
R5DN Extra Large,r5dn.xlarge,r5dn,N/A,N/A,32 GiB,0 units,4 vCPUs,150 GB NVMe SSD,Up to 25 Gigabit,60,€0.3411 hourly,€0.2151 hourly,€0.1624 hourly,€0.4988 hourly,€0.3728 hourly
R5N Double Extra Large,r5n.2xlarge,r5n,"21.156,559",40.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 25 Gigabit,60,€0.6102 hourly,€0.3848 hourly,€0.2886 hourly,€0.9256 hourly,€0.7002 hourly
R5N Extra Large,r5n.xlarge,r5n,"19.816,368",20.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 25 Gigabit,60,€0.3051 hourly,€0.192 hourly,€0.1034 hourly,€0.4628 hourly,€0.3497 hourly
R6A Double Extra Large,r6a.2xlarge,r6a,"30.100,083",64.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.469 hourly,€0.3102 hourly,€0.1817 hourly,€0.7844 hourly,€0.6256 hourly
R6A Extra Large,r6a.xlarge,r6a,"28.270,549",33.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.2345 hourly,€0.1551 hourly,€0.0958 hourly,€0.3922 hourly,€0.3128 hourly
R6G Double Extra Large,r6g.2xlarge,r6g,"19.697,965",51.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€0.4169 hourly,€0.2626 hourly,€0.1724 hourly,unavailable,unavailable
R6G Extra Large,r6g.xlarge,r6g,"20.297,7",26.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 10 Gigabit,60,€0.2084 hourly,€0.1313 hourly,€0.08 hourly,unavailable,unavailable
R6GD Double Extra Large,r6gd.2xlarge,r6gd,"19.411,194",50.0 fps,64 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 10 Gigabit,60,€0.4731 hourly,€0.2988 hourly,€0.1657 hourly,unavailable,unavailable
R6GD Extra Large,r6gd.xlarge,r6gd,"20.008,003",26.0 fps,32 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 10 Gigabit,60,€0.2365 hourly,€0.1494 hourly,€0.115 hourly,unavailable,unavailable
R6I Double Extra Large,r6i.2xlarge,r6i,"27.326,137",55.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.5211 hourly,€0.3447 hourly,€0.2126 hourly,€0.8365 hourly,€0.3447 hourly
R6I Extra Large,r6i.xlarge,r6i,"26.509,378",27.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.2605 hourly,€0.1724 hourly,€0.1053 hourly,€0.4182 hourly,€0.1724 hourly
R6ID Double Extra Large,r6id.2xlarge,r6id,N/A,N/A,64 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.6227 hourly,€0.3923 hourly,€0.2431 hourly,€0.9381 hourly,€0.3923 hourly
R6ID Extra Large,r6id.xlarge,r6id,N/A,N/A,32 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.3114 hourly,€0.1962 hourly,€0.1347 hourly,€0.4691 hourly,€0.1962 hourly
R6IDN Double Extra Large,r6idn.2xlarge,r6idn,N/A,N/A,64 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 40 Gigabit,60,€0.7982 hourly,€0.5029 hourly,€0.2223 hourly,€1.1136 hourly,€0.8183 hourly
R6IDN Extra Large,r6idn.xlarge,r6idn,N/A,N/A,32 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 30 Gigabit,60,€0.3991 hourly,€0.2514 hourly,€0.158 hourly,€0.5568 hourly,€0.4091 hourly
R6IN Double Extra Large,r6in.2xlarge,r6in,N/A,N/A,64 GiB,0 units,8 vCPUs,EBS only,Up to 40 Gigabit,60,€0.714 hourly,€0.4498 hourly,€0.2683 hourly,€1.0294 hourly,€0.4498 hourly
R6IN Extra Large,r6in.xlarge,r6in,N/A,N/A,32 GiB,0 units,4 vCPUs,EBS only,Up to 30 Gigabit,60,€0.357 hourly,€0.2249 hourly,€0.1121 hourly,€0.5147 hourly,€0.3826 hourly
R7A Double Extra Large,r7a.2xlarge,r7a,"33.300,033",105.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.6292 hourly,€0.4162 hourly,€0.239 hourly,€0.9446 hourly,€0.7316 hourly
R7A Extra Large,r7a.xlarge,r7a,"33.940,491",55.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.3146 hourly,€0.2081 hourly,€0.1077 hourly,€0.4723 hourly,€0.3658 hourly
R7G Double Extra Large,r7g.2xlarge,r7g,"25.314,319",74.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,60,€0.4429 hourly,€0.293 hourly,€0.1877 hourly,unavailable,unavailable
R7G Extra Large,r7g.xlarge,r7g,"25.212,732",38.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.2215 hourly,€0.1465 hourly,€0.07 hourly,unavailable,unavailable
R7GD Double Extra Large,r7gd.2xlarge,r7gd,"25.654,182",72.0 fps,64 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,60,€0.5604 hourly,€0.3531 hourly,€0.2267 hourly,unavailable,unavailable
R7GD Extra Large,r7gd.xlarge,r7gd,"24.847,807",38.0 fps,32 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.2803 hourly,€0.1766 hourly,€0.1103 hourly,unavailable,unavailable
R7I Double Extra Large,r7i.2xlarge,r7i,"31.692,373",67.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.5471 hourly,€0.3619 hourly,€0.2553 hourly,€0.8625 hourly,€0.6773 hourly
R7I Extra Large,r7i.xlarge,r7i,"31.206,116",35.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.2736 hourly,€0.181 hourly,€0.1192 hourly,€0.4313 hourly,€0.3387 hourly
R7IZ Double Extra Large,r7iz.2xlarge,r7iz,N/A,N/A,64 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.7714 hourly,€0.486 hourly,€0.2794 hourly,€1.0868 hourly,€0.8013 hourly
R7IZ Extra Large,r7iz.xlarge,r7iz,N/A,N/A,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.3857 hourly,€0.243 hourly,€0.1542 hourly,€0.5434 hourly,€0.4007 hourly
R8A Large,r8a.large,r8a,"47.801,147",35.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
R8G Double Extra Large,r8g.2xlarge,r8g,"30.266,344",87.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,60,€0.4872 hourly,€0.3223 hourly,€0.203 hourly,unavailable,unavailable
R8G Extra Large,r8g.xlarge,r8g,"31.781,344",44.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.2436 hourly,€0.1611 hourly,€0.1166 hourly,unavailable,unavailable
R8GB Double Extra Large,r8gb.2xlarge,r8gb,N/A,N/A,64 GiB,0 units,8 vCPUs,EBS only,Up to 33.33 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
R8GB Extra Large,r8gb.xlarge,r8gb,N/A,N/A,32 GiB,0 units,4 vCPUs,EBS only,Up to 26.66 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
R8GD Double Extra Large,r8gd.2xlarge,r8gd,N/A,N/A,64 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,60,€0.6053 hourly,unavailable,€0.2015 hourly,unavailable,unavailable
R8GD Extra Large,r8gd.xlarge,r8gd,N/A,N/A,32 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.3026 hourly,unavailable,€0.11 hourly,unavailable,unavailable
R8GN Double Extra Large,r8gn.2xlarge,r8gn,N/A,N/A,64 GiB,0 units,8 vCPUs,EBS only,Up to 50 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
R8GN Extra Large,r8gn.xlarge,r8gn,N/A,N/A,32 GiB,0 units,4 vCPUs,EBS only,Up to 40 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
R8I-FLEX Large,r8i-flex.large,r8i-flex,"32.719,836",20.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.1364 hourly,unavailable,€0.1098 hourly,€0.2114 hourly,unavailable
R8I Large,r8i.large,r8i,"31.026,993",20.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.1436 hourly,unavailable,€0.0551 hourly,€0.2225 hourly,unavailable
T3 Double Extra Large,t3.2xlarge,t3,"20.112,631",46.0 fps,32 GiB,0 units,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,60,€0.3291 hourly,€0.2073 hourly,€0.1176 hourly,€0.4553 hourly,€0.3335 hourly
T3 Extra Large,t3.xlarge,t3,"22.434,939",21.0 fps,16 GiB,0 units,4 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,60,€0.1646 hourly,€0.1037 hourly,€0.0726 hourly,€0.2276 hourly,€0.1668 hourly
T3A Double Extra Large,t3a.2xlarge,t3a,"15.470,297",35.0 fps,32 GiB,0 units,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,60,€0.2962 hourly,€0.1866 hourly,€0.1157 hourly,€0.4224 hourly,€0.3127 hourly
T3A Extra Large,t3a.xlarge,t3a,"17.220,596",19.0 fps,16 GiB,0 units,4 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,60,€0.1481 hourly,€0.0933 hourly,€0.0615 hourly,€0.2112 hourly,€0.1564 hourly
T4G Double Extra Large,t4g.2xlarge,t4g,"19.538,882",50.0 fps,32 GiB,0 units,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,60,€0.2633 hourly,€0.1658 hourly,€0.077 hourly,unavailable,unavailable
T4G Extra Large,t4g.xlarge,t4g,"19.282,684",25.0 fps,16 GiB,0 units,4 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,60,€0.1316 hourly,€0.0829 hourly,€0.052 hourly,unavailable,unavailable
TRN1 Double Extra Large,trn1.2xlarge,trn1,"28.571,429",56.0 fps,32 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 12.5 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
VT1 3xlarge,vt1.3xlarge,vt1,"21.637,216",59.0 fps,24 GiB,0 units,12 vCPUs,EBS only,3.12 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
X1E Double Extra Large,x1e.2xlarge,x1e,"19.382,349",33.0 fps,244 GiB,23 units,8 vCPUs,240 GB SSD,Up to 10 Gigabit,60,€2.0004 hourly,€1.2325 hourly,€0.5609 hourly,€2.3158 hourly,€1.5478 hourly
X1E Quadruple Extra Large,x1e.4xlarge,x1e,"28.595,939",98.0 fps,488 GiB,47 units,16 vCPUs,480 GB SSD,Up to 10 Gigabit,60,€4.0007 hourly,€2.4658 hourly,€0.918 hourly,€4.6315 hourly,€3.0966 hourly
X1E Eight Extra Large,x1e.8xlarge,x1e,"28.636,884",170.0 fps,976 GiB,91 units,32 vCPUs,960 GB SSD,Up to 10 Gigabit,60,€8.0015 hourly,€4.9307 hourly,€1.0999 hourly,€9.2631 hourly,€6.1922 hourly
X2GD Double Extra Large,x2gd.2xlarge,x2gd,"19.808,518",50.0 fps,128 GiB,0 units,8 vCPUs,475 GB NVMe SSD,Up to 10 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
X2GD Extra Large,x2gd.xlarge,x2gd,"19.847,833",26.0 fps,64 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 10 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
X2IEDN Double Extra Large,x2iedn.2xlarge,x2iedn,"27.181,299",56.0 fps,256 GiB,0 units,8 vCPUs,237 GB NVMe SSD,Up to 25 Gigabit,60,€2.0006 hourly,€1.231 hourly,€0.6107 hourly,€2.316 hourly,€1.231 hourly
X2IEDN Extra Large,x2iedn.xlarge,x2iedn,"26.613,44",28.0 fps,128 GiB,0 units,4 vCPUs,118 GB NVMe SSD,Up to 25 Gigabit,60,€1.0003 hourly,€0.6155 hourly,€0.3152 hourly,€1.158 hourly,€0.7732 hourly
X2IEZN Double Extra Large,x2iezn.2xlarge,x2iezn,"31.673,133",53.0 fps,256 GiB,0 units,8 vCPUs,EBS only,Up to 25 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
X8G Double Extra Large,x8g.2xlarge,x8g,"30.928,632",87.0 fps,128 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,60,€0.9363 hourly,€0.5761 hourly,€0.2796 hourly,unavailable,unavailable
X8G Extra Large,x8g.xlarge,x8g,"31.575,624",45.0 fps,64 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.4681 hourly,€0.288 hourly,€0.1459 hourly,unavailable,unavailable
Z1D Double Extra Large,z1d.2xlarge,z1d,"28.694,405",51.0 fps,64 GiB,45 units,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,60,€0.7714 hourly,€0.486 hourly,€0.271 hourly,€1.0868 hourly,€0.8013 hourly
Z1D Extra Large,z1d.xlarge,z1d,"26.075,619",26.0 fps,32 GiB,23 units,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,60,€0.3857 hourly,€0.2434 hourly,€0.1912 hourly,€0.5434 hourly,€0.4011 hourly
T2 Double Extra Large,t2.2xlarge,t2,"22.044,235",58.0 fps,32 GiB,0 units,8 vCPUs (4h 4.799999999999983m burst),EBS only,Moderate,45,€0.3675 hourly,€0.262 hourly,€0.104 hourly,€0.4206 hourly,€0.3151 hourly
T2 Extra Large,t2.xlarge,t2,"22.478,645",32.0 fps,16 GiB,0 units,4 vCPUs (5h 24m burst),EBS only,Moderate,45,€0.1838 hourly,€0.131 hourly,€0.0657 hourly,€0.2189 hourly,€0.1661 hourly
D3 Quadruple Extra Large,d3.4xlarge,d3,"21.592,054",90.0 fps,128 GiB,0 units,16 vCPUs,23760 GB (12×1980 GB NVMe HDD),Up to 15 Gigabit,40,€2.2558 hourly,€1.421 hourly,€0.6593 hourly,€2.8866 hourly,€2.0518 hourly
D3EN Quadruple Extra Large,d3en.4xlarge,d3en,"22.909,507",90.0 fps,64 GiB,0 units,16 vCPUs,111840 GB (8×13980 GB NVMe HDD),25 Gigabit,40,€2.3749 hourly,€1.4964 hourly,€0.6706 hourly,€3.0057 hourly,€2.1272 hourly
INF1 Double Extra Large,inf1.2xlarge,inf1,"24.965,672",50.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 25 Gigabit,40,€0.3882 hourly,€0.2443 hourly,€0.1347 hourly,unavailable,unavailable
INF1 Extra Large,inf1.xlarge,inf1,"24.064,493",26.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 25 Gigabit,40,€0.2443 hourly,€0.1543 hourly,€0.0756 hourly,unavailable,unavailable
T2 Large,t2.large,t2,"23.169,601",17.0 fps,8 GiB,0 units,2 vCPUs (7h 12m burst),EBS only,Low to Moderate,36,€0.0919 hourly,€0.0655 hourly,€0.0356 hourly,€0.1159 hourly,€0.0895 hourly
T3 Large,t3.large,t3,"20.158,581",9.5 fps,8 GiB,0 units,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,36,€0.0823 hourly,€0.0519 hourly,€0.0358 hourly,€0.1059 hourly,€0.0755 hourly
T3A Large,t3a.large,t3a,"15.954,052",9.6 fps,8 GiB,0 units,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,36,€0.074 hourly,€0.0466 hourly,€0.0319 hourly,€0.0977 hourly,€0.0703 hourly
T4G Large,t4g.large,t4g,"19.133,873",13.0 fps,8 GiB,0 units,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,36,€0.0658 hourly,€0.0415 hourly,€0.0212 hourly,unavailable,unavailable
A1 Large,a1.large,a1,"11.085,357",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.0499 hourly,€0.0315 hourly,€0.0499 hourly,unavailable,unavailable
C3 High-CPU Large,c3.large,c3,"20.688,228",N/A,3.75 GiB,7 units,2 vCPUs,32 GB (2×16 GB SSD),Moderate,30,€0.1106 hourly,€0.0823 hourly,€0.043 hourly,€0.1817 hourly,€0.1628 hourly
C4 High-CPU Large,c4.large,c4,"24.209,167",N/A,3.75 GiB,8 units,2 vCPUs,EBS only,Moderate,30,€0.0977 hourly,€0.0677 hourly,€0.0345 hourly,€0.1766 hourly,€0.1466 hourly
C5 High-CPU Large,c5.large,c5,"22.921,76",N/A,4 GiB,10 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.0831 hourly,€0.0523 hourly,€0.0278 hourly,€0.162 hourly,€0.1311 hourly
C5A Large,c5a.large,c5a,"23.779,328",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.0746 hourly,€0.0471 hourly,€0.0291 hourly,€0.1534 hourly,€0.126 hourly
C5AD Large,c5ad.large,c5ad,N/A,N/A,4 GiB,0 units,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,30,€0.0857 hourly,€0.054 hourly,€0.0266 hourly,€0.1646 hourly,€0.1328 hourly
C5 High-CPU Large,c5d.large,c5d,"23.180,343",N/A,4 GiB,10 units,2 vCPUs,50 GB NVMe SSD,Up to 10 Gigabit,30,€0.0951 hourly,€0.06 hourly,€0.0333 hourly,€0.174 hourly,€0.1388 hourly
